#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 261000      2.51e+00    9.61e-01      5.28e-02    4.52e-02      1.00e-01    3.75e-02    6.2e-04
 262000      6.31e+00    8.37e-01      1.07e-01    1.40e-02      2.54e-01    3.36e-02    6.2e-04
 263000      1.94e+00    7.67e+00      6.85e-02    1.23e-01      7.73e-02    3.08e-01    6.2e-04
 264000      4.56e+00    1.78e+00      3.10e-02    1.11e-01      1.84e-01    7.07e-02    6.2e-04
 265000      2.30e+00    7.50e-01      4.29e-02    5.64e-02      9.25e-02    2.80e-02    6.1e-04
 266000      1.59e+00    2.08e+00      3.64e-02    1.98e-02      6.40e-02    8.39e-02    6.1e-04
 267000      2.78e+00    1.35e+00      4.01e-02    4.83e-02      1.12e-01    5.37e-02    6.1e-04
 268000      1.45e+00    2.68e+00      6.24e-02    8.03e-03      5.75e-02    1.08e-01    6.1e-04
 269000      2.96e+00    6.77e-01      6.45e-02    1.35e-02      1.19e-01    2.72e-02    6.1e-04
 270000      2.93e+00    5.20e+00      4.48e-02    5.56e-02      1.19e-01    2.11e-01    6.1e-04
 271000      1.66e+00    1.11e+00      1.52e-02    9.55e-04      6.71e-02    4.52e-02    6.1e-04
 272000      2.25e+00    2.30e+00      3.73e-02    9.94e-03      9.12e-02    9.35e-02    6.1e-04
 273000      1.55e+00    1.03e+00      2.25e-02    6.56e-02      6.30e-02    4.12e-02    6.1e-04
 274000      1.39e+00    9.73e-01      3.00e-02    4.29e-04      5.63e-02    3.95e-02    6.1e-04
 275000      3.66e+00    2.70e+00      6.51e-02    6.56e-02      1.49e-01    1.10e-01    6.0e-04
 276000      2.24e+00    5.51e+00      8.23e-02    3.06e-01      9.04e-02    2.24e-01    6.0e-04
 277000      5.57e+00    1.09e+00      9.92e-02    2.23e-02      2.27e-01    4.43e-02    6.0e-04
 278000      1.90e+00    1.20e+00      3.81e-02    4.05e-02      7.71e-02    4.83e-02    6.0e-04
 279000      3.02e+00    7.88e-01      7.36e-02    2.89e-02      1.23e-01    3.16e-02    6.0e-04
 280000      2.93e+00    1.86e+00      9.67e-02    3.58e-02      1.19e-01    7.59e-02    5.9e-04
 281000      2.93e+00    1.31e+00      3.32e-02    2.69e-03      1.20e-01    5.36e-02    5.9e-04
 282000      2.58e+00    5.67e+00      4.05e-02    4.31e-02      1.05e-01    2.32e-01    5.9e-04
 283000      6.63e+00    5.78e+00      1.98e-01    1.29e-01      2.71e-01    2.37e-01    5.9e-04
 284000      4.17e+00    1.22e+01      8.92e-02    1.59e-01      1.70e-01    5.00e-01    5.9e-04
 285000      2.86e+00    2.26e+00      3.72e-02    2.13e-02      1.17e-01    9.28e-02    5.9e-04
 286000      2.39e+00    3.03e+00      4.02e-02    1.45e-01      9.83e-02    1.24e-01    5.9e-04
 287000      4.63e+00    3.94e+00      9.84e-02    2.07e-01      1.90e-01    1.62e-01    5.9e-04
 288000      1.33e+00    8.75e-01      4.28e-02    5.32e-03      5.44e-02    3.60e-02    5.9e-04
 289000      2.17e+00    7.24e-01      6.53e-02    9.34e-03      8.76e-02    2.97e-02    5.9e-04
 290000      4.98e+00    1.37e+00      1.17e-01    8.82e-03      2.06e-01    5.66e-02    5.8e-04
 291000      3.16e+00    1.12e+00      7.96e-02    3.83e-02      1.30e-01    4.54e-02    5.8e-04
 292000      1.66e+00    4.07e+00      4.03e-02    6.75e-02      6.80e-02    1.68e-01    5.8e-04
 293000      2.19e+00    1.08e+00      6.03e-02    2.65e-02      9.04e-02    4.44e-02    5.8e-04
 294000      2.93e+00    1.90e+00      6.20e-02    1.99e-02      1.21e-01    7.87e-02    5.8e-04
 295000      3.59e+00    2.18e+00      1.07e-01    4.40e-02      1.49e-01    9.02e-02    5.8e-04
 296000      4.35e+00    1.80e+00      5.96e-02    1.84e-02      1.80e-01    7.46e-02    5.8e-04
 297000      4.46e+00    2.89e+00      8.10e-02    1.67e-03      1.85e-01    1.20e-01    5.8e-04
 298000      3.32e+00    1.13e+00      1.24e-01    3.33e-02      1.38e-01    4.63e-02    5.8e-04
 299000      3.06e+00    3.53e+00      6.33e-02    1.94e-02      1.27e-01    1.47e-01    5.8e-04
 300000      2.40e+00    8.83e-01      3.25e-02    4.33e-03      1.00e-01    3.69e-02    5.7e-04
 301000      2.29e+00    5.13e+00      6.75e-02    1.01e-01      9.54e-02    2.14e-01    5.7e-04
 302000      1.98e+00    3.13e+00      1.74e-02    2.76e-01      8.25e-02    1.29e-01    5.7e-04
 303000      2.20e+00    1.08e+01      3.10e-02    3.34e-01      9.17e-02    4.53e-01    5.7e-04
 304000      2.79e+00    3.83e+00      7.06e-02    2.79e-02      1.16e-01    1.60e-01    5.7e-04
 305000      1.81e+00    5.39e+00      6.02e-02    1.89e+00      7.52e-02    2.13e-01    5.7e-04
 306000      4.81e+00    1.03e+00      8.15e-02    2.17e-02      2.01e-01    4.28e-02    5.7e-04
 307000      2.32e+00    1.10e+00      2.08e-02    1.22e-02      9.74e-02    4.61e-02    5.7e-04
 308000      3.10e+00    6.49e+00      3.92e-02    9.13e-02      1.30e-01    2.72e-01    5.7e-04
 309000      2.19e+00    3.00e+00      5.28e-02    2.94e-02      9.11e-02    1.26e-01    5.7e-04
 310000      2.51e+00    3.42e+00      3.99e-02    5.73e-02      1.05e-01    1.44e-01    5.6e-04
 311000      1.69e+00    2.22e+00      2.58e-02    5.57e-02      7.11e-02    9.28e-02    5.6e-04
 312000      1.85e+00    5.55e+00      4.57e-02    9.06e-02      7.74e-02    2.34e-01    5.6e-04
 313000      2.49e+00    1.42e+00      5.74e-02    1.32e-02      1.04e-01    6.00e-02    5.6e-04
 314000      5.17e+00    1.39e+00      2.13e-01    1.27e-02      2.17e-01    5.87e-02    5.6e-04
 315000      4.60e+00    8.15e-01      1.15e-01    2.27e-01      1.94e-01    2.09e-02    5.6e-04
 316000      3.02e+00    1.23e+00      4.49e-02    4.71e-02      1.27e-01    5.10e-02    5.6e-04
 317000      6.34e+00    5.53e+00      5.19e-02    6.06e-02      2.69e-01    2.34e-01    5.6e-04
 318000      3.33e+00    2.14e+00      8.25e-02    3.84e-03      1.40e-01    9.08e-02    5.6e-04
 319000      1.99e+00    3.77e+00      4.88e-02    4.68e-02      8.35e-02    1.59e-01    5.6e-04
 320000      1.93e+00    1.36e+00      3.00e-02    1.39e-02      8.19e-02    5.79e-02    5.5e-04
 321000      2.05e+00    1.63e+01      3.57e-02    1.82e-01      8.70e-02    6.95e-01    5.5e-04
 322000      4.73e+00    1.15e+00      1.27e-01    1.58e-02      2.01e-01    4.87e-02    5.5e-04
 323000      6.56e+00    1.39e+00      1.62e-01    2.61e-03      2.79e-01    5.93e-02    5.5e-04
 324000      2.80e+00    2.48e+00      5.57e-02    6.07e-02      1.18e-01    1.05e-01    5.5e-04
 325000      1.56e+00    5.07e+00      2.03e-02    4.10e-02      6.67e-02    2.17e-01    5.5e-04
 326000      4.30e+00    5.20e+00      1.05e-01    3.80e-01      1.84e-01    2.20e-01    5.5e-04
 327000      3.48e+00    6.05e-01      3.78e-02    1.60e-02      1.49e-01    2.56e-02    5.5e-04
 328000      3.00e+00    9.50e-01      4.01e-02    7.97e-03      1.28e-01    4.05e-02    5.5e-04
 329000      5.21e+00    7.57e-01      7.97e-02    5.14e-03      2.23e-01    3.24e-02    5.5e-04
 330000      1.58e+00    6.50e-01      3.53e-02    3.14e-03      6.76e-02    2.79e-02    5.4e-04
 331000      2.67e+00    1.48e+00      4.41e-02    4.82e-02      1.15e-01    6.32e-02    5.4e-04
 332000      2.87e+00    1.08e+00      6.13e-02    5.60e-02      1.23e-01    4.45e-02    5.4e-04
 333000      4.66e+00    1.47e+00      1.18e-01    7.69e-02      1.98e-01    6.22e-02    5.4e-04
 334000      4.52e+00    4.49e+00      1.44e-02    7.49e-02      1.94e-01    1.93e-01    5.4e-04
 335000      3.69e+00    1.13e+00      5.64e-02    2.26e-02      1.59e-01    4.87e-02    5.4e-04
 336000      2.51e+00    8.65e-01      3.12e-02    2.41e-03      1.08e-01    3.73e-02    5.4e-04
 337000      2.98e+00    2.34e+00      7.67e-02    4.90e-02      1.28e-01    1.00e-01    5.4e-04
 338000      4.40e+00    5.23e+00      9.73e-02    2.61e-02      1.89e-01    2.26e-01    5.4e-04
 339000      2.44e+00    6.33e+00      1.06e-01    9.52e-02      1.04e-01    2.73e-01    5.4e-04
 340000      1.75e+00    8.36e-01      3.19e-02    2.60e-03      7.58e-02    3.62e-02    5.3e-04
 341000      1.79e+00    5.10e+00      4.31e-02    1.22e-01      7.73e-02    2.21e-01    5.3e-04
 342000      2.44e+00    3.24e+00      7.35e-02    3.08e-03      1.05e-01    1.40e-01    5.3e-04
 343000      4.38e+00    1.28e+00      2.24e-01    2.37e-02      1.89e-01    5.51e-02    5.3e-04
 344000      2.10e+00    2.14e+00      5.68e-02    8.07e-03      9.05e-02    9.29e-02    5.3e-04
 345000      1.50e+00    4.06e+00      3.13e-02    8.51e-02      6.51e-02    1.77e-01    5.3e-04
 346000      3.13e+00    1.01e+00      3.49e-02    1.18e-02      1.36e-01    4.40e-02    5.3e-04
 347000      1.58e+00    2.02e+00      6.67e-02    1.07e-02      6.75e-02    8.80e-02    5.3e-04
 348000      1.43e+00    3.34e+00      7.24e-02    6.78e-02      6.07e-02    1.45e-01    5.3e-04
 349000      3.11e+00    1.40e+00      1.50e-01    2.59e-02      1.34e-01    6.06e-02    5.3e-04
 350000      2.06e+00    2.80e+00      5.88e-02    1.21e-01      8.96e-02    1.21e-01    5.2e-04
 351000      2.56e+00    1.73e+00      3.42e-02    3.86e-03      1.12e-01    7.59e-02    5.2e-04
 352000      5.53e+00    2.56e+00      5.38e-02    1.25e+00      2.42e-01    9.79e-02    5.2e-04
 353000      2.60e+00    8.05e+00      3.70e-02    1.06e-01      1.14e-01    3.52e-01    5.2e-04
 354000      1.68e+00    9.10e+00      5.71e-02    3.21e-01      7.22e-02    3.97e-01    5.2e-04
 355000      1.65e+00    3.87e+00      3.08e-02    1.22e-01      7.21e-02    1.70e-01    5.2e-04
 356000      4.93e+00    5.34e-01      7.18e-02    4.90e-02      2.16e-01    1.98e-02    5.2e-04
 357000      3.13e+00    7.52e+00      3.22e-02    4.30e-01      1.37e-01    3.30e-01    5.2e-04
 358000      3.78e+00    5.32e+00      6.53e-02    6.14e-02      1.66e-01    2.34e-01    5.2e-04
 359000      1.92e+00    4.68e-01      3.13e-02    1.51e-02      8.45e-02    2.02e-02    5.2e-04
 360000      1.70e+00    2.46e+00      3.66e-02    7.74e-02      7.48e-02    1.08e-01    5.1e-04
 361000      1.58e+00    6.68e+00      4.20e-02    2.16e-01      6.97e-02    2.95e-01    5.1e-04
 362000      2.68e+00    2.13e+00      3.71e-02    3.14e-02      1.18e-01    9.37e-02    5.1e-04
 363000      1.85e+00    1.19e+00      4.89e-02    5.11e-03      8.12e-02    5.24e-02    5.1e-04
 364000      2.51e+00    8.14e-01      3.46e-02    6.30e-02      1.10e-01    3.23e-02    5.1e-04
 365000      3.63e+00    4.89e+00      1.54e-01    1.30e-01      1.59e-01    2.17e-01    5.1e-04
 366000      4.02e+00    4.54e+00      4.03e-02    2.41e-01      1.78e-01    2.00e-01    5.1e-04
 367000      2.75e+00    8.82e-01      4.12e-02    5.03e-02      1.22e-01    3.70e-02    5.1e-04
 368000      2.34e+00    9.98e-01      9.51e-02    6.65e-03      1.03e-01    4.43e-02    5.1e-04
 369000      2.92e+00    4.76e+00      7.50e-02    1.11e-01      1.29e-01    2.11e-01    5.1e-04
 370000      1.51e+00    2.78e+00      3.32e-02    2.41e-01      6.64e-02    1.23e-01    5.0e-04
 371000      3.84e+00    3.47e+00      7.65e-02    2.00e-02      1.71e-01    1.54e-01    5.0e-04
 372000      3.68e+00    3.05e+00      1.26e-01    1.24e-02      1.63e-01    1.36e-01    5.0e-04
 373000      2.25e+00    2.30e+00      3.32e-02    1.94e-02      1.00e-01    1.03e-01    5.0e-04
 374000      2.30e+00    6.49e-01      1.90e-02    6.51e-03      1.02e-01    2.89e-02    5.0e-04
 375000      2.64e+00    6.75e-01      6.61e-02    4.00e-02      1.17e-01    2.84e-02    5.0e-04
 376000      1.51e+00    6.01e-01      1.41e-02    1.38e-02      6.78e-02    2.67e-02    5.0e-04
 377000      7.99e+00    8.87e-01      2.41e-01    1.19e-02      3.57e-01    3.96e-02    5.0e-04
 378000      4.88e+00    2.17e+00      1.48e-01    1.86e-02      2.18e-01    9.70e-02    5.0e-04
 379000      1.46e+00    9.32e-01      4.84e-02    2.76e-02      6.50e-02    4.11e-02    5.0e-04
 380000      2.01e+00    4.66e+00      4.02e-02    1.43e-02      9.02e-02    2.10e-01    4.9e-04
 381000      1.07e+00    8.94e-01      3.47e-02    6.61e-04      4.72e-02    4.02e-02    4.9e-04
 382000      1.77e+00    2.64e+00      4.93e-02    1.20e-02      7.90e-02    1.19e-01    4.9e-04
 383000      5.53e+00    3.53e+00      2.17e-01    2.78e-02      2.48e-01    1.59e-01    4.9e-04
 384000      3.04e+00    2.50e+00      4.19e-02    7.04e-02      1.37e-01    1.12e-01    4.9e-04
 385000      1.63e+00    4.85e+00      3.62e-02    9.22e-02      7.29e-02    2.19e-01    4.9e-04
 386000      2.35e+00    1.10e+00      6.93e-02    3.65e-02      1.06e-01    4.86e-02    4.9e-04
 387000      1.57e+00    6.93e+00      6.95e-02    3.69e-01      7.03e-02    3.12e-01    4.9e-04
 388000      9.01e+00    2.63e+00      1.92e-01    1.09e-01      4.06e-01    1.19e-01    4.9e-04
 389000      3.38e+00    9.06e-01      7.61e-02    1.81e-02      1.53e-01    4.07e-02    4.9e-04
 390000      1.69e+00    7.34e-01      4.69e-02    1.50e-02      7.66e-02    3.31e-02    4.8e-04
 391000      2.13e+00    2.93e+00      3.30e-02    4.69e-02      9.57e-02    1.33e-01    4.8e-04
 392000      3.60e+00    8.27e-01      8.74e-02    3.86e-02      1.63e-01    3.61e-02    4.8e-04
 393000      2.21e+00    5.35e-01      8.48e-02    2.14e-02      9.96e-02    2.36e-02    4.8e-04
 394000      1.72e+00    1.07e+00      9.59e-02    4.49e-02      7.64e-02    4.83e-02    4.8e-04
 395000      2.84e+00    1.88e+00      5.68e-02    2.12e-02      1.29e-01    8.58e-02    4.8e-04
 396000      1.43e+00    2.32e+00      9.16e-02    3.71e-02      6.42e-02    1.05e-01    4.8e-04
 397000      4.26e+00    4.84e+00      1.98e-01    1.12e-01      1.92e-01    2.20e-01    4.8e-04
 398000      2.49e+00    6.64e-01      1.15e-01    6.93e-03      1.13e-01    3.02e-02    4.8e-04
 399000      5.24e+00    1.37e+00      2.91e-01    1.01e-02      2.38e-01    6.25e-02    4.8e-04
 400000      1.53e+00    1.78e+00      5.24e-02    3.68e-02      6.88e-02    8.10e-02    4.8e-04
 401000      3.21e+00    3.27e+00      6.03e-02    1.61e-01      1.47e-01    1.50e-01    4.8e-04
 402000      2.46e+00    6.75e-01      8.09e-02    3.38e-02      1.12e-01    2.95e-02    4.8e-04
 403000      2.09e+00    7.44e-01      3.53e-02    3.18e-02      9.58e-02    3.30e-02    4.8e-04
 404000      4.34e+00    1.14e+00      3.74e-01    2.12e-02      1.95e-01    5.18e-02    4.8e-04
 405000      3.79e+00    1.13e+00      1.09e-01    1.24e-02      1.74e-01    5.20e-02    4.7e-04
 406000      3.62e+00    1.27e+00      7.71e-02    6.70e-02      1.67e-01    5.71e-02    4.7e-04
 407000      2.34e+00    6.60e-01      2.46e-02    1.56e-02      1.07e-01    3.01e-02    4.7e-04
 408000      1.63e+00    1.00e+00      3.38e-02    5.43e-03      7.51e-02    4.60e-02    4.7e-04
 409000      2.62e+00    2.34e+00      1.26e-01    3.76e-02      1.18e-01    1.07e-01    4.7e-04
 410000      1.39e+00    4.33e+00      5.36e-02    7.21e-02      6.24e-02    2.00e-01    4.7e-04
 411000      2.11e+00    2.16e+00      1.30e-01    4.68e-03      9.60e-02    1.00e-01    4.7e-04
 412000      1.42e+00    8.35e-01      4.29e-02    1.34e-02      6.50e-02    3.84e-02    4.7e-04
 413000      8.87e-01    8.99e-01      2.07e-02    3.40e-02      4.08e-02    4.05e-02    4.7e-04
 414000      1.86e+00    7.95e-01      1.15e-02    4.75e-03      8.61e-02    3.68e-02    4.7e-04
 415000      1.51e+00    6.26e+00      3.70e-02    3.25e-01      6.96e-02    2.90e-01    4.6e-04
 416000      2.71e+00    2.88e+00      5.58e-02    4.86e-02      1.25e-01    1.34e-01    4.6e-04
 417000      2.80e+00    3.58e+00      1.75e-02    1.33e-02      1.30e-01    1.67e-01    4.6e-04
 418000      5.03e+00    3.65e+00      1.26e-01    2.81e-01      2.33e-01    1.68e-01    4.6e-04
 419000      2.11e+00    8.11e-01      3.27e-02    6.92e-03      9.80e-02    3.77e-02    4.6e-04
 420000      1.65e+00    2.44e+00      1.04e-01    2.04e-02      7.52e-02    1.14e-01    4.6e-04
 421000      2.37e+00    6.23e+00      3.94e-02    1.07e-01      1.11e-01    2.91e-01    4.6e-04
 422000      2.01e+00    8.93e-01      6.99e-02    3.61e-04      9.25e-02    4.17e-02    4.6e-04
 423000      2.22e+00    1.59e+00      9.58e-02    4.72e-02      1.03e-01    7.37e-02    4.6e-04
 424000      6.24e+00    1.12e+00      2.25e-01    2.29e-02      2.89e-01    5.20e-02    4.6e-04
 425000      3.87e+00    2.14e+00      5.97e-02    1.09e-02      1.81e-01    1.00e-01    4.5e-04
 426000      3.75e+00    6.13e+00      8.95e-02    9.50e-02      1.75e-01    2.87e-01    4.5e-04
 427000      1.71e+00    9.55e-01      4.44e-02    2.81e-03      7.91e-02    4.48e-02    4.5e-04
 428000      1.03e+00    5.25e-01      2.26e-02    2.69e-02      4.75e-02    2.35e-02    4.5e-04
 429000      1.52e+00    8.20e-01      3.76e-02    2.44e-02      7.07e-02    3.83e-02    4.5e-04
 430000      1.38e+00    1.69e+00      1.83e-02    8.02e-02      6.49e-02    7.87e-02    4.5e-04
 431000      1.49e+00    8.25e-01      2.23e-02    4.79e-03      6.98e-02    3.88e-02    4.5e-04
 432000      2.28e+00    1.96e+00      4.58e-02    2.18e-01      1.07e-01    8.65e-02    4.5e-04
 433000      8.84e-01    3.50e+00      5.70e-02    2.02e-01      3.87e-02    1.64e-01    4.5e-04
 434000      1.62e+00    8.84e-01      5.75e-02    2.70e-02      7.62e-02    4.09e-02    4.5e-04
 435000      6.27e+00    1.76e+00      1.18e-01    3.48e-02      2.96e-01    8.25e-02    4.5e-04
 436000      2.15e+00    1.52e+00      3.29e-02    1.40e-02      1.02e-01    7.20e-02    4.5e-04
 437000      2.42e+00    5.86e+00      1.29e-01    9.26e-01      1.13e-01    2.67e-01    4.5e-04
 438000      2.48e+00    4.86e-01      6.67e-02    1.14e-02      1.16e-01    2.28e-02    4.5e-04
 439000      2.88e+00    4.15e+00      5.31e-02    2.24e-01      1.36e-01    1.95e-01    4.5e-04
 440000      2.27e+00    1.72e+00      5.09e-02    3.88e-02      1.07e-01    8.10e-02    4.4e-04
 441000      2.88e+00    1.80e+00      9.38e-02    6.25e-03      1.36e-01    8.58e-02    4.4e-04
 442000      2.20e+00    6.15e-01      4.75e-02    1.64e-02      1.05e-01    2.89e-02    4.4e-04
 443000      3.06e+00    5.02e-01      2.65e-02    6.49e-03      1.45e-01    2.38e-02    4.4e-04
 444000      3.20e+00    8.58e-01      3.71e-02    5.99e-03      1.52e-01    4.07e-02    4.4e-04
 445000      1.59e+00    6.63e-01      7.44e-02    8.79e-03      7.35e-02    3.15e-02    4.4e-04
 446000      1.58e+00    7.58e+00      3.40e-02    2.43e-01      7.49e-02    3.61e-01    4.4e-04
 447000      2.09e+00    2.46e+00      5.71e-02    1.61e-02      9.92e-02    1.18e-01    4.4e-04
 448000      3.43e+00    6.07e-01      5.57e-02    9.19e-03      1.64e-01    2.89e-02    4.4e-04
 449000      1.46e+00    2.00e+00      2.74e-02    5.45e-02      6.94e-02    9.51e-02    4.4e-04
 450000      8.71e+00    9.76e-01      1.68e-01    3.56e-02      4.18e-01    4.56e-02    4.3e-04
 451000      2.68e+00    5.55e-01      7.60e-02    1.28e-02      1.28e-01    2.64e-02    4.3e-04
 452000      6.03e+00    4.81e+00      2.55e-01    2.68e-01      2.88e-01    2.29e-01    4.3e-04
 453000      1.14e+00    3.82e+00      3.49e-02    1.26e-02      5.36e-02    1.83e-01    4.3e-04
 454000      1.59e+00    2.16e+00      4.72e-02    3.29e-02      7.50e-02    1.03e-01    4.3e-04
 455000      2.85e+00    6.82e+00      5.45e-02    7.20e-02      1.37e-01    3.29e-01    4.3e-04
 456000      1.45e+00    1.25e+00      1.86e-02    8.00e-03      6.97e-02    6.02e-02    4.3e-04
 457000      1.66e+00    1.79e+00      6.87e-02    1.27e-02      7.86e-02    8.63e-02    4.3e-04
 458000      1.24e+00    9.15e+00      7.77e-02    5.63e-01      5.90e-02    4.39e-01    4.3e-04
 459000      1.70e+00    7.25e-01      7.16e-02    1.48e-02      7.99e-02    3.47e-02    4.3e-04
 460000      1.17e+00    1.42e+00      4.22e-02    3.12e-02      5.62e-02    6.85e-02    4.3e-04
 461000      1.07e+00    1.16e+00      1.82e-02    1.02e-02      5.17e-02    5.61e-02    4.3e-04
 462000      1.41e+00    3.49e+00      9.70e-02    7.60e-02      6.64e-02    1.69e-01    4.3e-04
 463000      1.57e+00    5.34e-01      4.82e-02    2.16e-02      7.55e-02    2.51e-02    4.3e-04
