#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
3266000      1.88e-01    8.64e-02      3.88e-02    3.38e-03      8.15e-02    4.47e-02    2.3e-06
3267000      6.66e-02    5.18e-02      7.48e-03    1.98e-03      3.20e-02    2.70e-02    2.3e-06
3268000      8.60e-02    5.28e-02      1.06e-02    6.15e-04      3.98e-02    2.88e-02    2.3e-06
3269000      1.23e-01    7.08e-02      1.82e-02    4.44e-04      5.02e-02    3.88e-02    2.3e-06
3270000      9.81e-02    1.63e-01      1.64e-02    7.13e-03      4.46e-02    8.37e-02    2.3e-06
3271000      8.97e-02    2.39e-01      1.32e-02    5.27e-02      4.00e-02    8.55e-02    2.3e-06
3272000      2.15e-01    4.40e-02      2.37e-02    9.08e-04      9.61e-02    2.39e-02    2.3e-06
3273000      3.26e-01    2.67e-01      9.50e-02    6.66e-02      1.19e-01    9.76e-02    2.3e-06
3274000      2.42e-01    3.25e-01      4.71e-02    6.56e-02      8.35e-02    1.42e-01    2.3e-06
3275000      7.95e-02    1.64e-01      8.94e-03    3.95e-03      3.67e-02    8.98e-02    2.3e-06
3276000      8.60e-02    5.05e-02      7.80e-03    1.26e-03      3.92e-02    2.73e-02    2.3e-06
3277000      2.48e-01    4.82e-02      4.98e-02    2.23e-03      1.11e-01    2.46e-02    2.3e-06
3278000      1.26e-01    6.08e-02      1.25e-02    2.33e-03      5.94e-02    3.30e-02    2.3e-06
3279000      1.60e-01    3.55e-02      2.36e-02    7.21e-04      7.27e-02    1.94e-02    2.3e-06
3280000      2.14e-01    3.79e-02      3.23e-02    2.99e-03      8.41e-02    1.60e-02    2.3e-06
3281000      1.08e-01    2.90e-01      1.44e-02    5.20e-02      4.97e-02    1.44e-01    2.3e-06
3282000      9.94e-02    4.92e-02      2.11e-02    4.42e-03      3.73e-02    1.82e-02    2.3e-06
3283000      8.93e-02    5.07e-01      4.91e-03    1.32e-01      4.57e-02    2.04e-01    2.3e-06
3284000      3.16e-01    7.99e-02      2.30e-02    1.57e-03      1.61e-01    4.37e-02    2.3e-06
3285000      7.80e-02    5.24e-02      4.20e-03    3.84e-04      4.13e-02    2.91e-02    2.2e-06
3286000      8.83e-02    4.28e-02      1.46e-02    1.25e-04      3.49e-02    2.38e-02    2.2e-06
3287000      1.17e-01    4.45e-02      1.50e-02    6.41e-04      5.54e-02    2.46e-02    2.2e-06
3288000      2.25e-01    8.31e-02      3.64e-02    3.07e-03      1.01e-01    4.39e-02    2.2e-06
3289000      9.30e-02    5.28e-02      4.64e-03    3.78e-04      4.96e-02    2.93e-02    2.2e-06
3290000      1.95e-01    8.29e-02      2.34e-02    1.46e-03      9.01e-02    4.57e-02    2.2e-06
3291000      9.05e-02    1.56e-01      7.69e-03    3.51e-02      4.40e-02    6.40e-02    2.2e-06
3292000      2.00e-01    3.27e-02      2.05e-02    1.68e-04      8.77e-02    1.82e-02    2.2e-06
3293000      7.18e-02    3.91e-02      1.00e-02    1.16e-04      3.29e-02    2.18e-02    2.2e-06
3294000      3.70e-01    4.12e-02      6.21e-02    9.37e-05      1.66e-01    2.30e-02    2.2e-06
3295000      1.73e-01    3.93e-02      1.65e-02    4.93e-05      9.01e-02    2.20e-02    2.2e-06
3296000      1.03e-01    6.05e-02      1.12e-02    1.27e-03      4.73e-02    3.34e-02    2.2e-06
3297000      2.35e-01    6.52e-02      4.15e-02    3.36e-03      9.32e-02    3.28e-02    2.2e-06
3298000      1.15e-01    5.14e-01      8.93e-03    3.70e-02      5.49e-02    2.83e-01    2.2e-06
3299000      1.22e-01    5.61e-01      1.86e-02    2.01e-01      5.90e-02    1.51e-01    2.2e-06
3300000      2.16e-01    4.21e-02      3.54e-02    3.35e-04      1.07e-01    2.36e-02    2.2e-06
3301000      6.50e-02    7.22e-02      6.97e-03    1.01e-03      3.26e-02    4.05e-02    2.2e-06
3302000      6.17e-02    6.23e-02      2.55e-03    6.39e-03      3.36e-02    1.94e-02    2.2e-06
3303000      1.45e-01    3.13e-02      2.59e-02    4.66e-04      5.63e-02    1.74e-02    2.2e-06
3304000      1.07e-01    4.28e-02      1.51e-02    2.67e-03      5.23e-02    2.07e-02    2.2e-06
3305000      6.27e-02    4.15e-02      4.28e-03    8.72e-04      2.86e-02    2.30e-02    2.2e-06
3306000      2.84e-01    2.57e-01      4.19e-02    1.76e-01      1.42e-01    3.78e-02    2.2e-06
3307000      3.00e-01    6.42e-02      6.42e-02    2.32e-03      9.75e-02    3.45e-02    2.2e-06
3308000      8.55e-02    2.14e-01      1.13e-02    3.55e-02      4.08e-02    9.86e-02    2.2e-06
3309000      1.20e-01    9.44e-02      2.39e-02    3.28e-03      5.56e-02    5.10e-02    2.2e-06
3310000      2.63e-01    4.24e-02      4.73e-02    5.07e-05      1.11e-01    2.39e-02    2.1e-06
3311000      6.49e-02    7.53e-01      7.60e-03    1.09e-01      3.18e-02    3.88e-01    2.1e-06
3312000      3.42e-01    8.80e-02      5.06e-02    3.41e-03      1.72e-01    4.88e-02    2.1e-06
3313000      5.67e-02    1.01e-01      3.96e-03    4.81e-03      2.96e-02    5.26e-02    2.1e-06
3314000      7.48e-02    1.16e-01      9.78e-03    1.52e-02      3.25e-02    5.32e-02    2.1e-06
3315000      2.64e-01    4.30e-02      4.58e-02    2.53e-04      1.11e-01    2.44e-02    2.1e-06
3316000      2.51e-01    4.73e-02      4.58e-02    2.14e-03      8.85e-02    2.49e-02    2.1e-06
3317000      1.23e-01    4.84e-02      9.82e-03    1.90e-03      5.92e-02    2.60e-02    2.1e-06
3318000      1.25e-01    3.04e-01      5.85e-03    9.59e-02      6.82e-02    7.83e-02    2.1e-06
3319000      1.57e-01    2.96e-01      1.94e-02    6.49e-02      7.24e-02    1.09e-01    2.1e-06
3320000      8.75e-02    7.45e-02      1.16e-02    2.28e-03      3.12e-02    4.10e-02    2.1e-06
3321000      1.10e-01    1.44e-01      1.10e-02    2.53e-02      5.11e-02    4.22e-02    2.1e-06
3322000      1.16e-01    6.97e-02      2.55e-02    7.21e-03      4.94e-02    2.08e-02    2.1e-06
3323000      7.39e-02    3.40e-02      3.57e-03    1.09e-03      3.63e-02    1.87e-02    2.1e-06
3324000      1.13e-01    6.80e-02      1.56e-02    1.73e-03      5.10e-02    3.78e-02    2.1e-06
3325000      7.13e-02    1.83e-01      1.06e-02    7.01e-02      2.35e-02    6.73e-02    2.1e-06
3326000      2.45e-01    8.96e-02      4.89e-02    2.96e-03      8.67e-02    5.04e-02    2.1e-06
3327000      1.08e-01    5.83e-01      5.67e-03    1.90e-01      6.03e-02    1.28e-01    2.1e-06
3328000      3.88e-01    2.20e-01      1.19e-01    1.09e-01      1.36e-01    6.46e-02    2.1e-06
3329000      1.51e-01    1.78e-01      1.89e-02    1.37e-02      6.67e-02    9.96e-02    2.1e-06
3330000      1.27e-01    2.23e-01      1.57e-02    1.36e-02      6.79e-02    1.25e-01    2.1e-06
3331000      1.68e-01    1.08e-01      1.25e-02    4.22e-03      8.35e-02    6.07e-02    2.1e-06
3332000      2.44e-01    3.56e-01      2.87e-02    8.70e-02      1.22e-01    1.47e-01    2.1e-06
3333000      2.62e-01    3.27e-02      5.49e-02    1.97e-03      1.07e-01    1.64e-02    2.1e-06
3334000      6.87e-02    5.43e-02      2.78e-03    4.53e-04      3.86e-02    3.10e-02    2.1e-06
3335000      7.52e-02    2.24e-01      6.34e-03    7.02e-02      4.05e-02    9.16e-02    2.0e-06
3336000      3.41e-01    5.90e-02      7.93e-02    1.04e-03      1.48e-01    3.35e-02    2.0e-06
3337000      2.35e-01    1.06e-01      5.51e-02    5.75e-03      7.33e-02    5.41e-02    2.0e-06
3338000      8.81e-02    1.00e-01      1.22e-02    8.85e-04      3.95e-02    5.73e-02    2.0e-06
3339000      1.01e-01    3.65e-01      1.24e-02    1.77e-02      5.24e-02    2.08e-01    2.0e-06
3340000      1.20e-01    1.53e-01      1.87e-02    6.31e-03      4.49e-02    8.30e-02    2.0e-06
3341000      6.26e-02    7.91e-02      3.83e-03    3.31e-03      3.40e-02    4.44e-02    2.0e-06
3342000      2.40e-01    3.06e-02      4.26e-02    4.25e-05      1.15e-01    1.76e-02    2.0e-06
3343000      7.95e-02    2.98e-01      7.59e-03    5.69e-02      3.45e-02    1.45e-01    2.0e-06
3344000      2.64e-01    7.08e-02      3.81e-02    1.60e-03      1.34e-01    4.00e-02    2.0e-06
3345000      6.49e-02    8.46e-02      9.18e-03    1.38e-03      2.98e-02    4.87e-02    2.0e-06
3346000      9.05e-02    4.89e-02      2.00e-02    9.21e-04      3.66e-02    2.79e-02    2.0e-06
3347000      2.67e-01    2.84e-02      5.66e-02    1.71e-05      1.07e-01    1.64e-02    2.0e-06
3348000      1.03e-01    1.01e-01      7.12e-03    2.06e-03      5.39e-02    5.75e-02    2.0e-06
3349000      9.77e-02    2.79e-01      8.12e-03    2.37e-02      5.14e-02    1.57e-01    2.0e-06
3350000      1.46e-01    4.45e-02      1.74e-02    2.86e-04      7.10e-02    2.57e-02    2.0e-06
3351000      9.22e-02    6.30e-02      7.03e-03    3.24e-03      4.86e-02    3.30e-02    2.0e-06
3352000      1.32e-01    5.33e-02      2.87e-02    1.21e-04      3.59e-02    3.09e-02    2.0e-06
3353000      1.43e-01    3.93e-02      2.07e-02    2.39e-03      5.25e-02    1.97e-02    2.0e-06
3354000      8.08e-02    3.65e-02      6.71e-03    1.00e-03      4.00e-02    2.06e-02    2.0e-06
3355000      1.30e-01    6.31e-02      1.17e-02    1.82e-03      6.50e-02    3.56e-02    2.0e-06
3356000      7.84e-02    4.08e-02      7.82e-03    1.64e-04      3.57e-02    2.37e-02    2.0e-06
3357000      1.59e-01    1.97e-01      9.29e-03    4.25e-02      8.91e-02    1.91e-02    2.0e-06
3358000      7.08e-02    1.93e-01      1.05e-02    3.73e-02      3.12e-02    5.71e-02    2.0e-06
3359000      1.71e-01    1.27e-01      1.01e-02    1.76e-02      8.75e-02    5.33e-02    2.0e-06
3360000      1.87e-01    8.44e-02      3.18e-02    6.40e-03      7.07e-02    4.53e-02    1.9e-06
3361000      1.84e-01    7.36e-02      3.51e-02    6.77e-03      8.50e-02    2.75e-02    1.9e-06
3362000      4.86e-02    7.26e-02      2.38e-03    2.36e-03      2.70e-02    4.07e-02    1.9e-06
3363000      1.26e-01    6.06e-02      1.49e-02    6.10e-03      5.79e-02    2.04e-02    1.9e-06
3364000      3.49e-01    1.84e-01      6.56e-02    3.94e-02      1.18e-01    3.20e-02    1.9e-06
3365000      2.99e-01    7.77e-02      2.52e-02    7.48e-03      1.60e-01    2.76e-02    1.9e-06
3366000      9.71e-02    2.42e-01      1.24e-02    3.36e-02      3.25e-02    1.27e-01    1.9e-06
3367000      2.57e-01    1.49e-01      4.39e-02    1.59e-02      9.68e-02    7.71e-02    1.9e-06
3368000      9.03e-02    1.90e-01      3.99e-03    3.74e-02      5.19e-02    5.35e-02    1.9e-06
3369000      7.70e-02    4.75e-02      1.14e-02    2.39e-03      3.44e-02    2.53e-02    1.9e-06
3370000      7.95e-02    9.41e-02      9.94e-03    9.79e-03      3.25e-02    2.73e-02    1.9e-06
3371000      1.27e-01    2.16e-01      1.10e-02    4.90e-02      6.88e-02    9.32e-02    1.9e-06
3372000      1.39e-01    5.38e-02      2.52e-02    1.36e-03      6.05e-02    3.09e-02    1.9e-06
3373000      1.43e-01    1.19e+00      7.02e-03    7.44e-02      8.10e-02    6.88e-01    1.9e-06
3374000      4.43e-01    2.80e-02      1.08e-01    1.19e-03      2.00e-01    1.54e-02    1.9e-06
3375000      1.03e-01    9.82e-02      1.37e-02    8.52e-03      4.84e-02    5.13e-02    1.9e-06
3376000      1.29e-01    5.93e-02      2.22e-02    1.11e-03      5.42e-02    3.45e-02    1.9e-06
3377000      2.16e-01    3.79e-02      4.30e-02    3.44e-04      7.72e-02    2.22e-02    1.9e-06
3378000      8.09e-02    5.80e-02      6.00e-03    8.00e-05      4.46e-02    3.41e-02    1.9e-06
3379000      1.36e-01    3.48e-02      1.71e-02    1.98e-04      7.25e-02    2.05e-02    1.9e-06
3380000      2.79e-01    3.42e-01      2.84e-02    5.30e-02      1.42e-01    1.86e-01    1.9e-06
3381000      8.95e-02    3.70e-02      9.39e-03    1.52e-03      4.70e-02    2.06e-02    1.9e-06
3382000      8.33e-02    1.54e-01      9.22e-03    2.63e-02      4.40e-02    4.96e-02    1.9e-06
3383000      1.37e-01    3.41e-01      9.29e-03    9.56e-02      7.57e-02    9.39e-02    1.9e-06
3384000      1.55e-01    1.63e-01      2.11e-02    3.56e-02      7.18e-02    7.02e-03    1.9e-06
3385000      3.00e-01    5.78e-02      5.93e-02    2.99e-03      1.23e-01    3.30e-02    1.9e-06
3386000      2.02e-01    2.04e-01      4.72e-02    1.81e-03      7.14e-02    1.20e-01    1.9e-06
3387000      8.61e-02    8.36e-02      1.40e-02    1.57e-03      3.19e-02    4.89e-02    1.9e-06
3388000      7.27e-02    5.97e-02      4.42e-03    5.99e-03      4.14e-02    2.05e-02    1.9e-06
3389000      9.69e-02    4.95e-02      3.89e-03    9.97e-04      5.10e-02    2.89e-02    1.9e-06
3390000      1.08e-01    4.30e-01      1.20e-02    6.98e-02      5.45e-02    2.31e-01    1.8e-06
3391000      7.30e-02    1.17e-01      6.87e-03    1.05e-02      3.29e-02    6.21e-02    1.8e-06
3392000      2.17e-01    3.38e-02      3.99e-02    5.60e-04      1.06e-01    1.99e-02    1.8e-06
3393000      8.39e-02    2.05e-01      8.18e-03    4.67e-02      4.36e-02    3.15e-02    1.8e-06
3394000      3.03e-01    4.03e-02      2.63e-02    1.71e-04      1.72e-01    2.39e-02    1.8e-06
3395000      7.35e-02    3.39e-02      6.92e-03    2.10e-04      3.68e-02    2.01e-02    1.8e-06
3396000      8.62e-02    1.75e-01      9.56e-03    2.19e-03      4.19e-02    1.04e-01    1.8e-06
3397000      4.39e-01    1.45e-01      7.12e-02    5.27e-03      2.27e-01    8.25e-02    1.8e-06
3398000      1.59e-01    8.53e-02      4.89e-03    1.02e-03      9.04e-02    5.05e-02    1.8e-06
3399000      7.51e-02    1.56e-01      9.27e-03    1.70e-02      3.25e-02    7.71e-02    1.8e-06
3400000      1.29e-01    8.13e-02      7.32e-03    5.70e-03      7.21e-02    4.51e-02    1.8e-06
3401000      2.33e-01    1.03e-01      4.81e-02    2.23e-02      7.41e-02    1.99e-02    1.8e-06
3402000      9.04e-02    1.18e-01      9.83e-03    1.08e-02      4.51e-02    4.68e-02    1.8e-06
3403000      1.22e-01    2.86e-01      9.17e-03    2.91e-02      6.44e-02    1.47e-01    1.8e-06
3404000      1.34e-01    1.91e-01      2.93e-02    6.72e-03      4.97e-02    1.09e-01    1.8e-06
3405000      6.30e-02    2.73e-01      6.17e-03    8.61e-03      3.18e-02    1.63e-01    1.8e-06
3406000      6.46e-02    4.90e-02      4.27e-03    2.73e-03      3.59e-02    2.60e-02    1.8e-06
3407000      9.07e-02    1.42e-01      8.11e-03    1.78e-02      4.98e-02    6.67e-02    1.8e-06
3408000      8.89e-02    2.96e-02      1.21e-02    3.20e-04      4.57e-02    1.76e-02    1.8e-06
3409000      8.33e-02    4.63e-01      9.62e-03    1.25e-01      4.01e-02    1.63e-01    1.8e-06
3410000      9.39e-02    1.01e-01      2.19e-02    8.48e-04      3.99e-02    6.07e-02    1.8e-06
3411000      1.11e-01    5.69e-02      1.83e-02    1.06e-02      3.91e-02    2.01e-02    1.8e-06
3412000      3.98e-02    3.29e-02      2.99e-03    3.80e-04      2.23e-02    1.97e-02    1.8e-06
3413000      1.70e-01    2.82e-02      2.90e-02    3.56e-04      6.87e-02    1.68e-02    1.8e-06
3414000      1.47e-01    2.42e-01      1.45e-02    4.99e-02      7.95e-02    1.32e-01    1.8e-06
3415000      1.10e-01    1.83e-01      1.72e-02    4.20e-02      5.08e-02    6.52e-03    1.8e-06
3416000      9.39e-02    1.08e-01      7.45e-03    1.76e-03      5.33e-02    6.42e-02    1.8e-06
3417000      2.21e-01    6.68e-02      1.63e-02    1.05e-03      1.27e-01    3.99e-02    1.8e-06
3418000      1.47e-01    3.01e-01      3.75e-02    6.50e-02      5.33e-02    1.33e-01    1.8e-06
3419000      8.21e-02    3.28e-02      7.63e-03    1.49e-03      3.85e-02    1.84e-02    1.8e-06
3420000      5.31e-02    1.10e-01      5.41e-03    5.22e-02      2.86e-02    2.04e-02    1.7e-06
3421000      1.03e-01    7.57e-02      1.91e-02    3.07e-03      3.56e-02    4.47e-02    1.7e-06
3422000      8.30e-02    3.04e-02      5.51e-03    3.00e-04      4.63e-02    1.83e-02    1.7e-06
3423000      1.19e-01    4.47e-02      1.92e-02    7.96e-04      4.30e-02    2.67e-02    1.7e-06
3424000      9.12e-02    3.89e-02      1.03e-02    6.08e-04      4.70e-02    2.33e-02    1.7e-06
3425000      1.62e-01    8.95e-02      1.98e-02    1.98e-03      8.60e-02    5.39e-02    1.7e-06
3426000      5.09e-02    1.79e-01      3.99e-03    3.99e-02      2.77e-02    2.57e-02    1.7e-06
3427000      2.72e-01    1.21e-01      6.70e-02    1.72e-02      1.06e-01    5.19e-02    1.7e-06
3428000      3.27e-01    3.06e-02      6.00e-02    6.91e-04      1.30e-01    1.82e-02    1.7e-06
3429000      1.21e-01    2.48e-01      2.47e-02    2.60e-02      5.19e-02    1.43e-01    1.7e-06
3430000      1.51e-01    4.06e-02      2.64e-02    7.90e-04      6.83e-02    2.44e-02    1.7e-06
3431000      7.55e-02    7.10e-02      9.81e-03    1.93e-03      3.90e-02    4.21e-02    1.7e-06
3432000      2.32e-01    3.73e-02      4.14e-02    3.27e-04      1.10e-01    2.26e-02    1.7e-06
3433000      7.31e-02    6.30e-02      3.04e-03    9.20e-03      4.33e-02    3.01e-02    1.7e-06
3434000      6.93e-02    2.08e-01      5.23e-03    6.75e-02      3.97e-02    8.70e-02    1.7e-06
3435000      2.62e-01    5.27e-02      2.06e-02    5.85e-04      1.41e-01    3.20e-02    1.7e-06
3436000      1.08e-01    3.97e-02      1.08e-02    1.33e-03      6.11e-02    2.33e-02    1.7e-06
3437000      2.33e-01    1.08e-01      6.07e-02    1.14e-02      8.37e-02    3.09e-02    1.7e-06
3438000      1.03e-01    1.12e-01      4.80e-03    6.67e-03      6.04e-02    5.91e-02    1.7e-06
3439000      8.40e-02    2.89e-01      8.54e-03    7.70e-02      4.00e-02    8.21e-02    1.7e-06
3440000      1.07e-01    2.81e-02      1.27e-02    3.67e-04      5.17e-02    1.71e-02    1.7e-06
3441000      3.56e-01    5.94e-02      8.99e-02    1.01e-03      1.42e-01    3.59e-02    1.7e-06
3442000      9.30e-02    1.48e-01      1.43e-02    7.20e-03      3.49e-02    8.93e-02    1.7e-06
3443000      1.76e-01    3.74e-02      2.92e-02    1.98e-03      6.75e-02    2.06e-02    1.7e-06
3444000      3.10e-01    1.97e-01      7.12e-02    3.50e-02      1.40e-01    1.00e-01    1.7e-06
3445000      1.56e-01    9.20e-02      4.22e-02    1.78e-03      5.66e-02    5.57e-02    1.7e-06
3446000      2.58e-01    2.22e-01      6.14e-02    5.00e-02      9.94e-02    4.03e-02    1.7e-06
3447000      9.36e-02    3.19e-01      6.56e-03    7.86e-02      5.33e-02    1.13e-01    1.7e-06
3448000      6.05e-02    2.27e-01      1.79e-03    1.72e-02      3.67e-02    1.35e-01    1.7e-06
3449000      1.81e-01    1.78e-01      4.48e-02    3.81e-02      7.41e-02    9.58e-02    1.7e-06
3450000      2.78e-01    3.74e-01      5.90e-02    3.77e-02      1.36e-01    2.22e-01    1.6e-06
3451000      3.49e-01    5.19e-02      9.85e-02    6.14e-04      1.48e-01    3.18e-02    1.6e-06
3452000      1.09e-01    6.06e-02      1.48e-02    4.58e-03      5.49e-02    2.90e-02    1.6e-06
3453000      5.74e-02    5.05e-02      5.13e-03    3.06e-03      3.03e-02    2.71e-02    1.6e-06
3454000      7.29e-02    3.70e-02      9.01e-03    2.11e-04      3.61e-02    2.27e-02    1.6e-06
3455000      7.91e-02    2.63e-01      1.62e-02    2.99e-02      3.59e-02    1.54e-01    1.6e-06
3456000      1.15e-01    3.26e-02      2.32e-02    1.30e-03      4.96e-02    1.90e-02    1.6e-06
3457000      1.09e-01    8.08e-02      2.08e-02    5.17e-03      4.16e-02    4.74e-02    1.6e-06
3458000      9.42e-02    3.05e-01      7.67e-03    7.03e-03      5.38e-02    1.88e-01    1.6e-06
3459000      1.82e-01    1.41e-01      3.18e-02    2.49e-02      7.81e-02    5.15e-02    1.6e-06
3460000      9.20e-02    4.47e-02      1.31e-02    1.76e-03      4.97e-02    2.62e-02    1.6e-06
3461000      1.63e-01    1.33e-01      2.85e-02    2.33e-03      7.65e-02    8.17e-02    1.6e-06
3462000      2.38e-01    1.35e-01      3.43e-02    2.17e-02      1.01e-01    5.79e-02    1.6e-06
3463000      3.40e-01    5.02e-02      6.82e-02    1.67e-03      1.34e-01    2.99e-02    1.6e-06
3464000      1.13e-01    4.23e-02      1.21e-02    1.58e-03      6.17e-02    2.49e-02    1.6e-06
3465000      1.51e-01    2.66e-01      2.15e-02    1.80e-01      7.67e-02    4.90e-02    1.6e-06
3466000      2.47e-01    2.15e-01      7.04e-02    4.98e-02      9.80e-02    2.65e-02    1.6e-06
3467000      2.35e-01    3.66e-02      4.81e-02    2.34e-03      1.06e-01    1.94e-02    1.6e-06
